"Research and Markets: Global Digital Logistics Market 2014-2019: Tech Mahindra, SAP, Oracle, Advantech, IBM, Huawei Technologies Dominate the $12 Billion Industry",
"Cincom Participates with IBM at CRM Evolution 2009",1
"IBM Expands Corporate Service Corps in Emerging Markets",1
"Critical Alerts for IBM, Lowe's, General Dynamics, DR Horton, and National Semiconductor...",-1
"Emulex Announces Cross Licensing Patent Agreement With IBM to Accelerate Integration of High Performance Networking Solutions",1
"Acacia Subsidiary Enters into License Agreement with IBM",
"IBM launches nuclear expertise centre in France",1
"IBM Study: Organizations Unprepared to Tackle Next Wave of Technology Trends",
"IBM Research Sets New Record for Storing Massive Amounts of Big Data",
"IBM Council Predicts Data Will Become an Asset on the Balance Sheet and Data Governance a Statutory Requirement for",
"IBM Council Predicts Data Will Become an Asset on the Balance Sheet and Data Governance a Statutory Requirement for",
"IBM Survey: Businesses Face Risks, Revenue Losses and Fines From Inability to Keep Track of Information",
"Ciber Appoints Former IBM Executive Brian Haskett to Lead Application Development and Maintenance Practice",
"Total Resource Management, the Leader in High-Performance Cloud Solutions Supporting Industrial Asset Management Systems, Combines IBM Maximo with TRM RulesManager Studio",
"BRABUS Draws on IBM to Deliver Stylish upgrades for Automobiles, Planes and Yachts through the Cloud",1
"IBM Chairman Samuel J. Palmisano Named 'CEO of the Year' by Webster University's Walker Business School",1
"IBM Launches New Cloud Analytics Software to Boost Online Marketing Results",1
"Harvard Medical School Faculty Advances Drug Safety Research With IBM Business Analytics",1
"MT Hojgaard Signs IT Services Agreement with IBM to Enhance Worldwide Operations",1
"Open Virtualization Advances into the Enterprise with Red Hat And IBM",1
"DataKinetics Further Aligns With IBM z Systems™ Marketplace To Deliver Greater Value to Global Fortune 500",1
"Research and Markets: Global IT Spending by 3PL Market 2015-2019 - Key Vendors are Accenture, Capgemini, Genpact, IBM & TCS",
"Zend Welcomes IBM Bluemix and Intel as Premium Sponsors of Expanded ZendCon Global PHP Conference",
"Email Remains the Backbone to Engaging Today's Multi-Channel Consumer, According to IBM Study",
"IBM Helps Physicians Mutual Use Insight to Better Serve Insured",1
"IBM Helps Physicians Mutual Use Insight to Better Serve Insured",1
"MSU Named Home to IBM Global Delivery Center",1
"CallWave to Showcase WebMessenger iPhone Client for IBM Lotus Sametime at Lotusphere 2009",
"IBM Research Creates Microscope With 100 Million Times Finer Resolution Than Current MRI",
"Amdocs and IBM to Help Service Providers Enhance Customer Experience with Master...",1
"VAI to Host Disaster Recovery and Security Webinars for Businesses on the IBM System...",
"Justice Resource Institute, Assisted by Verizon and IBM, to Launch GED Program for...",
"BRIEF-IBM's Weather Co to work with AirMap",1
"UPDATE 1-IBM seen making more acquisitions after DataMirror",1
"IBM signs $1.4 bln AstraZeneca outsourcing deal",1
"IBM seen making more acquisitions after DataMirror",
"IBM to buy Canada's DataMirror",1
"IBM set new session high, hovering near its recent range top/multi-year peak",
"IBM working back toward early high",
"IBM signs $1.4 bln global strategic outsourcing agreement with AstraZeneca",1
"REFILE-IBM to buy DataMirror for $161 mln",1
"Sun Micro: Web powerhouse poised at brink of IBM's maw",
"Sun Micro: Web powerhouse poised at brink of IBM's maw",
"IBM in talks to buy Sun Microsystems: sources",
"Stock Yards Bank & Trust Company Selects IBM Storage and Servers",1
"REFILE-US STOCKS-Dow dips on report of IBM's bid; Fed awaited",
"Sun Microsystems shares jump on report of IBM deal",
"Sun Microsystems shares jump on report of IBM deal",
"US STOCKS-Market drops on oil, IBM drag; eyes on Fed",
"The Catholic University of Goias Selects IBM to Improve the Availability of Its IT Environment",1
"IBM in talks to buy Sun Microsystems: report",
"StarWind Software Becomes IBM Business Partner",1
"Sun Microsystems soars on reports IBM may buy it",
"US STOCKS-Futures flat; IBM deal talk offsets Fed caution",
"Sun Micro surges in Frankfurt on IBM bid report",
"IBM in talks to buy Sun Micro - WSJ",
"IBM in talks to buy Sun Micro - WSJ",
"Telcordia Extends IBM Relationship for Next Generation OSS",1
"IBM to Acquire Star Analytics, Inc.",1
"IBM CIO Honored for Innovation and Technology Leadership",1
"President Obama Awards IBM Scientists with National Medal of Technology and Innovation for Inventing the Underlying Technology in LASIK Surgery",1
"IBM Experts Help Drive Economic and Social Change in Ethiopia",1
"IBM Named a Leader in IDC MarketScape: Worldwide Oil and Gas Professional Services Vendor Assessment",1
"China's Ping An Insurance Deploys IBM Storage Virtualization to Speed Data Insights",1
"Research and Markets: Poland IT Market Report 2014-2018: Asseco Poland, HP, IBM & Microsoft Dominates the Industry",
"Research and Markets: Global Security Software Market in the Telecom Industry 2011-2015. A Must-read Report Featuring Symantec, McAfee, Trend Micro and IBM",
"How IBM is Enabling Smarter Management of ... Medieval Abbeys",
"OffTheWallStocks featuring on its newsletter: HPQ, IBM, JNJ, JPM, KR. WMT, XOM",
"IBM Honors Eight Employees with Highest Technical Award",
"IBM Helps Clients Reduce Costs Associated with Paper Consumption",1
"DHL Turns to IBM to Deliver Intelligent Insight to Improve Operations and Customer...",1
"IBM Helps Clients Manage Information Throughout Its Lifecycle",1
"IBM Expands Software Portfolio to Help Clients Keep Pace with Information Explosion",
"Uppsala University and the Swedish Institute of Space Physics Collaborate with IBM...",1
"Spanish bank Kutxabank signs a strategic alliance with IBM to transform IT infrastructure",1
"IBM Boosts zEnterprise Mainframe Portfolio to Help Clients Build Better Customer Experiences",1
"City of Minneapolis Turns Analytics into Insight with IBM",1
"IBM, SKKU, Raytheon and More Headline the Inaugural Graphene World Summit 2014",
"Research and Markets: Global Recruitment Software Market Opportunities & Forecasts, 2018 - Kenexa (IBM), Lumesse, Oracle Taleo & SuccessFactors (SAP) Dominate the Market",
"CollabNet's CloudForge Software Development Platform Now Available in the IBM Cloud Marketplace",1
"IBM Unleashes New Tools To Accelerate Data-Driven Cities",1
"IBM Partners with 28 Business Schools and Universities to Help Train Tomorrow's Data Scientists",1
"IBM forecasts weak earnings for 2016; shares slide",-1
"REFILE-UPDATE 3-IBM forecasts weak earnings for 2016; shares slide",-1
"IBM revenue falls for 15th straight quarter",-1
"EBX Group and IBM Announce Strategic Agreement",1
"National Bank of Ukraine Invests in IBM's Smarter Computing Approach to IT",1
"TALX Selected by IBM Corporation to Provide the Work Number(R) Employment Verification...",
"Spain-Based Repsol, Barcelona Supercomputing Center Use IBM Technology to Tap Into...",1
"John Daly, Worked With Merck, American Airlines, IBM and Is the White House Author of Advocacy",1
"STEC Integrates MACH8IOPS SSD Into IBM's System x Servers",
"IBM Analytics Expands To Help Governments Around World Build Smarter Systems",1
"Pegasystems Sets New Scale and Performance Standard on IBM System z",
"Made in IBM Labs: IBM Reinvents the Patient Portal",
"IBM nears deal to buy Weather Company's digital assets: source",1
"UPDATE 3-IBM nears deal to buy Weather Company's digital assets - source",1
"IBM nears deal to buy Weather Company's digital assets: source",1
"IBM nears deal to buy Weather Company's digital assets -source",1
"IBM says SEC investigating company's books, shares fall",-1
"UPDATE 3-IBM says SEC investigating company's books, shares fall",-1
"IBM says SEC investigating company's accounts",
"UPDATE 2-IBM says SEC investigating company's accounts",
"IBM says SEC investigating company's accounts",
"REG-Intnl Bus. Mach IBM Board Approves Quarterly Cash Dividend; Authorizes $4 Billion for Stock Repurchase",1
"IBM Board Approves Quarterly Cash Dividend; Authorizes $4 Billion for Stock Repurchase",1
"Jasper Strikes Alliance to Integrate With IBM IoT Foundation",1
"Chaordix(TM) Joins IBM Information Governance Council",
"IBM Honored in 2009 HPCwire Readers' and Editors' Choice Awards",
"IBM and AT&T Unveil Cloud Computing Services",
"Let the Clean Economy Begin: Join Coca-Cola, J&J, IBM, Nokia, and Other Climate Savers Companies for Pre-Copenhagen Webinar, Wednesday, November 18",
"Young Latino Children ThroughoutLos Angeles County to Benefit from IBM Donationof Educational Computer Learning Centers",1
"IBM and KACST Unveil Research Pact to Advance Machine Translation Technology and IP Development",
"IBM Builds Massive Business Analytics Cloud for 200,000 Employees and Unveils Version for Clients",1
"IBM® SPSS® Customers Honored for Innovative Use of Predictive Analytics",
"ISA Consulting Launches",
"Lawrence Berkeley National Laboratory Selects IBM Technology to Power Cloud Computing Research",1
"Prolifics to Augment IBM Rational Solutions With New Requirements Visualization Product From Ravenflow",
"IBM Honors Niteo Partners with Best of Information On Demand Showcase Award at 2009 IBM Information on Demand Conference",
"IBM's new service jumps on cloud computing bandwagon",1
"Samlink Signs 55 Million Euro Strategic Outsourcing Contract With IBM",1
"IBM's new service jumps on cloud computing bandwagon",
"IBM And Yonyou Announce Strategic Collaboration To Accelerate Big Data And Analytics Adoption",1
"Report: IBM Positioned as a Mobile Application Development Platform Leader in Gartner Magic Quadrant",1
"Dividend, New Product to Support Disaster Management, Upcoming Event, Appointment, and Recognition - Research Reports on Verizon, Google, FireEye, Baidu and IBM",
"Research and Markets: Global SaaS Security Market 2014-2018: Leading Vendors are CA Technologies, IBM, McAfee, Symantec & Trend Micro",
"Research and Markets: Global Hosted Application Management Services Market 2014-2018: Leading Vendors are Accenture, Cognizant, HP, IBM & TCS",
"Research and Markets: Global Enterprise Social Software (ESS) Market 2014-2018: Leading Vendors are Communispace, IBM, Jive Software & Microsoft",
"Research and Markets: Global Cloud-based Database Market 2014-2018: Leading Vendors are Amazon Web Services, Google, IBM, Microsoft, Oracle, Rackspace Hosting & salesforce.com",
"IBM's analytics center focuses on financial services",
"Prolifics, Award-Winning IBM Systems Integrator, Receives",
"IBM Launches London Analytics Solution Centre",1
"Tatara Systems Selects IBM`s BladeCenter for Femtocell Convergence Platform",1
"SpotOn Systems Earns IBM CTO Innovation Award for its Geographic Business Intelligence Integration Technology",
"State of Resilience on IBM Power Systems Second Annual Report Published by Vision Solutions",
"IBM offers Tivoli Monitoring for Amazon cloud deployments",1
"IBM Announces Definitive Results of Tender Offers for ILOG Following Expiration of the Subsequent Offering Period",
"QLogic Announces Networking Storage Solutions for IBM BladeCenter",
"Video: SMBs Turn to IBM Lotus Foundations for a Whole New Approach to the Small Business...",
"IBM Helps Highmark Optimize",1
"IBM Helps Highmark Optimize",1
"QLogic Announces Networking Storage Solutions for IBM BladeCenter",
"Fortent Expands IBM Relationship by Joining its Software as a Service Specialty",1
"Agilysys Wins IBM U.K. Midmarket Business Partner Award",
"Stock Analysts' New Coverage for July 12th: AMZN, CMA, CUR, EMC, IBM, IMPV, JNPR, KIOR, LTM, MCO, VPHM, VSCI",
"SMART Storage Systems to Present at IBM System x Technical University",
"TEXT-Fitch affirmed IBM India at 'Fitch AAA(ind)'; outlook stable",1
"Paoli-Calmettes Institute Collaborates with IBM to Help Cancer Patients Better Understand Treatment Risks",1
"Suffolk Life and IBM work together to Reduce Power and Save Money",1
"IBM and iEnterprises Offer CRM Software as a Service to Help Smaller Companies Compete With Larger Rivals",1
"IBM  and  Korea Exchange Renew Integrated Maintenance Service Contract  for Third Consecutive Year",1
"Stock Preacher Issues Technical Trade Alerts on: IBM, MCD, WMT, TXT, STSI",-1
"IBM Social Media Analysis Points to Lower Heels, Bucking Economic Trend",
"IBM and Michigan State University Open Delivery Center",1
"IBM reiterates profit outlook",
"Trusted Computer Solutions Introduces Automated Lock Down Solution for Red Hat Enterprise Linux on IBM`s System z",
"UPDATE 1-IBM reiterates 2009, 2010 profit outlook",
"New Whitepaper From Vision Solutions Contrasts the Spectrum of Disaster Recovery Options for IBM i and AIX",
"Made in IBM Labs: New Data Discovery and Visualization Capabilities Help Business Users Uncover Hidden Patterns via the Cloud",
"Free Leadership Webinar from McGraw-Hill Professional with Experts from O.C. Tanner and IBM",
"University of Concepcion enrolls IBM PureSystems to modernize IT services for students and faculty",1
"University Hospitals of Leicester Turns to Atlantis Computing, Centralis and IBM for Integrated Desktop Virtualization Solution",1
"IBM and Taiwan's Mediatek launch chip R&D project",1
"Sybase Sets Another Transaction Processing Record for Linux on IBM Power 550",1
"U.S. Department of Defense Selects IBM Supercomputer to Help Prevent Disasters at Sea",1
"U.S. Department of Defense Selects IBM Supercomputer to Help Prevent Disasters at Sea",1
"IBM Scientists Directly Measure Charge States of Atoms Using an Atomic Force Microscope",
"Curam Software and IBM Team on Integrated Software Solution to Improve Delivery of...",1
"Cadence Announces Tapeout of 14nm Test-Chip With ARM Processor and IBM FinFET Process Technology",
"IBM BOARD APPROVES QUARTERLY CASH DIVIDEND; AUTHORIZES $5 BILLION FOR STOCK REPURCHASE",1
"Cleveland Clinic and IBM Work to Advance Watson's Use in the Medical Training Field",1
"IBM Innovation Center Opens in Kenya",1
"IBM buys Ustream to build on cloud offerings",1
"CORRECTED-IBM buys Ustream to build on cloud offerings",1
"CORRECTED-IBM buys Ustream to build on cloud offerings",1
"Research and Markets: Global Retail Banking IT Market to 2016: Dell, HP, IBM & Microsoft Dominate this Industry",
"The Zacks Analyst Blog Highlights: Target, Hewlett-Packard, Computer Sciences, IBM and Salesforce.com",
"IBM to Acquire Fiberlink Communications, Transforming the Mobile Management and Security Market",
"IBM files patent case against Expedia on heels of Priceline settlement",
"IBM shares could easily climb over $120: Barron's",1
"As Japan PM Abe weighs labor reform, IBM emerges as test case",
"As Japan PM Abe weighs labour reform, IBM emerges as test case",
"GI Partners Completes Sale of SoftLayer Technologies To IBM",1
"L'Oreal Uruguay consolidates IT infrastructure into the private cloud and reduces power consumption with IBM PureSystems",1
"IBM Accelerates Cloud Computing on System z with Acquisition of CSL International",1
"Research and Markets: UAE Cloud Security Market 2015-2019 with CA Technologies, IBM, McAfee & TrendMicro Dominating",
"Research and Markets: Global Security Software Market 2015-2019 with Emc, IBM, McAfee, Symantec & TrendMicro Dominating",
"IBM Recognized Leader in 2008 CRN Channel Champions Survey",1
"Company Profile for IBMC China AG",
"ICM Selects IBM to Fuel National Science",1
"Primerica Selects New IBM zEnterprise Mainframe Server for Smarter Infrastructure",1
"Maintec Technologies Awarded Core Supplier Status by IBM",
"Early Cyber Monday sales up 20 percent- IBM",1
"Micro Focus Announces New Approach to Modernizing IBM Mainframe PL/I Applications",
"Autonomic Signs New Contract That Will Allow the Cloud Enablement of IBM Software via the ARC-P Cloud",
"BRIEF-IBM says blockchain initiative with Dubai Customs,Dubai Trade",
"Dubai government, companies team up with IBM on blockchain project",1
"Dubai government, companies team up with IBM on blockchain project",1
"BRIEF-Dilip Buildcon ties up with IBM for digital transformation",1
"New IBM Delivery Center Opens in Costa Rica",1
"Ketchum and IBM Win Best Public Relations Campaign of 2011",1
"Hospitals in Russia's Regions Turn to IBM to Transform Healthcare",1
"Rogue Wave Software Acquires ILOG Visualization for C++ Products From IBM",1
"Obsidian's Synchronous DR Solution will be Featured at IBM`s Information on Demand 2011 Conference",
"IBM and FOX Networks Group Win Engineering Emmy® Award for Broadcast Technology Innovation",1
"Reveille Software Extends its Application Performance Management (APM) Suite to Support IBM FileNet",
"Insurance Marketing Podcast: IBM's Jeff Calusinski Reports All Eyes Are on Mobile",
"Micro Strategies in Partnership With IBM, Microsoft, and Citrix Invite You to the Four Seasons for a Legal Technology Roundtable Event",
"Zacks Bull and Bear of the Day Highlights: j2 Global Communications, Morgan Stanley, Apple, IBM and Visa",
"IBM Completes Acquisition of Algorithmics",1
"Coveo Wins IBM Netezza Valued Partner Award at the American Business",
"Visual Network Systems Announces Integration with IBM Tivoli® Netcool®",1
"Ex-IBM employee from China gets five years prison for stealing code",-1
"Ex-IBM employee from China gets five years prison for stealing code",-1
"US STOCKS-S&P lifted by consumer stocks, IBM weighs on Dow",-1
"IBM shares fall on soft profit outlook",-1
"IBM shares fall on soft profit outlook",-1
"BRIEF-IBM, Salesforce Strengthen Strategic Partnership",1
"CORRECTED-UPDATE 3-IBM returns to growth after 6 years, but dour forecast hits shares",1
"Arrow ECS Becomes Trainer for IBM Storage Products",
"IBM and European Partners to Pioneer New Storage Cloud Architecture",1
"Kazakh Railways Turns to IBM for Smarter Transportation System",1
"CMA Technology Solutions Earns the IBM General Business Leadership Award for North America",
"IBM, Lenovo call off server deal talks: report",
"IBM, Lenovo call off server deal talks -report",
"Research and Markets: Semiconductors (Global) Manufacturers Report - 2013 Report Detailing the 300 Top Companies Including Jabil Circuit, Advanced Semiconductor and IBM Corp",
"IBM Research Makes World's Smallest Movie Using Atoms",
"Doctor Evidence Brings Valuable Health Data to IBM Watson Ecosystem",1
"REPORT: IBM Mainframe Leads in Worldwide Revenue Share for $250K Servers, Growing 118 Percent Year-to-Year",1
"IBM Introduces Behavior-Based Predictive Analytics by Industry",1
"ThinkData Works and IBM Partner to Make Open Data More Accessible",1
"SEP Software Corp. and IBM Partner Together to Provide Global Solutions to the Marketplace",1
"IBM and Sprint Velocity Drive Connected Car Into the Future",
"The Zacks Analyst Blog Highlights: Citi Trends, IBM, Accenture, Hewlett-Packard and Microsoft",
"InfoSystems Attains IBM PureFlex and Flex System Specialty Business Partner Status",
"Charter Communications to Move Rules-Based Business Decisions to IBM Cloud",1
"SGI Surpasses HP, IBM and Sun in Benchmarked Performance and Scalability",
"Denali Announces PureSpec Solution Featured in IBM's New PowerPC PLB-6 CoreConnect...",
"IBM, Shenyang, and Northeastern University Collaborate to Create Smart, Eco-City",1
"IBM Launches Software to Act as Smart Grid Glue for Startups",1
"IBM Delivers New Platform to Drive Smart Utility Innovation and Operational Efficiency",1
"Enea Announces Support for new IBM PowerPC(R) 476FP Core in the LSI Multicore Platform",
"FINEOS Included in theIBM Insurance Process Acceleration Framework",
"Wall St sets bar higher for IBM in 2010 after rally",
"RPT-PREVIEW-Wall St sets bar higher for IBM in 2010 after rally",
"Arrow ECS va distribuer IBM System x en Belgique et au Luxembourg",1
"Arrow ECS gaat IBM System x in België en Luxemburg distribueren",1
"Arrow ECS to Distribute IBM System x in Belgium, Luxembourg",1
"Arrow ECS gaat IBM System x in België en Luxemburg distribueren",1
"Arrow ECS va distribuer IBM System x en Belgique et au Luxembourg",1
"Arrow ECS to Distribute IBM System x in Belgium, Luxembourg",1
"Panasonic, ABOX42, IBM, Specific Media and TechniSat Expand `Build Once, Run Everywhere` Smart TV Alliance Ecosystem",
"Hubspan Recognized for Cloud Computing Innovation as IBM Beacon Award Finalist",
"Hubspan Recognized for Cloud Computing Innovation as IBM Beacon Award Finalist",
"Nuance and IBM Team to Advance Next-Generation Natural Language Speech Technology",1
"ANTs Software to Host Special Conference Call  to Discuss IBM Agreement on May 20, 2010 at Noon ET",
"UPDATE 1-IBM issues $1 bln of 5-year notes - IFR",1
"New Issue-IBM sells $1 bln in 5-year notes",1
"IBM to issue $1 bln of 5-year notes - IFR",1
"REG-IBM: Doc re: Form 8-K",
"Entrust's PKI Adopted by Italian Certification Authority, IBM Subsidiary Intesa",
"U.S. charges analyst in IBM insider trading case",
"U.S. charges analyst in IBM insider trading case",
"Banks in Growth Markets Turn to IBM to Support Business Transformation",1
"IBM Accelerates Social Business Adoption with New Mobile Software",1
"IBM Recognized as a Diamond Level Partner in Oracle PartnerNetwork",1
"IBM and Jeopardy! Relive History with Encore Presentation of Jeopardy!: The IBM Challenge",
"IBM CEO Palmisano to get $1.8 mln salary in 2007",-1
"IBM ISS GX6116 Intrusion Prevention System Achieves NSS Labs Gold Award and Certification",1
"IBM Unveils Enhancements To Media Hub Solution",
"Stock Preacher Issues Technical Trade Alerts on: HAL, IBM, LLY, TXN, ZION",-1
"Beacon Equity Issues Trade Alerts on Market Movers: ANN, NTAP, IBM, K, INTU, AKS",-1
"Toppan Printing Completes 32nm and 28nm Production Photomask Process through Toppan-IBM Joint Development",1
"IBM Introduces Products and Services to Combat New Security Threats",1
"Zacks Analyst Blog Highlights: Oracle Corp., Sun Microsystems, Inc., IBM Corp., Bank of America Corporation and AIG.",
"REG-Intnl Bus. Mach IBM Reports 2009 First-Quarter Results",
"HDFC Bank Appoints IBM to Support Business Growth",1
"QUARK CASE STUDY: IBM Microelectronics Innovates with a DITA-based Information Strategy",
"SandForce-based Solid State Drives Demonstrate Record Breaking Price-Performance on IBM POWER7 Systems",1
"IBM and Taleo to Offer Rapid Integration for Taleo Talent Management Solutions",1
"Dassault Systemes and IBM Expand Global Alliance",1
"BRIEF-Ixonos joins forces with IBM to create IoT services",1
"Metafore is the First IT Solutions Provider in North America to Sell IBM RAS Solution",
"Research and Markets: Global Network Performance Management Market 2010-2014 - NetScout Systems Inc., IBM, CA, HP, and Alcatel Lucent Dominate the Market",
"IBM Opens Three New Offices in India",1
"BRIEF-IBM Says To Reduce Share Count By About 2 Percent Annually Through Share Buybacks In Longer Term Model",
"Research and Markets: Global Smart Oilfield IT Services Market 2015-2019 - Big Data Analytics a Major New Trend with Accenture, IBM, Tata Consultancy Services & Wipro Dominating",
"IBM Research Alliance Produces Industry's First 7nm Node Test Chips",
"Columbia Pipeline Group in $180-Million IBM Cloud, Services Agreement",1
"IBM Intelligent Oilfield Solution to Help StatoilHydro Boost Production",1
"IBM, Consumers Energy Sign Service Agreement to Test Smart Metering Pilot Program",1
"AEP Selects IBM as Systems Integrator for gridSMART(SM) Initiative",1
"IBM Helps Organizations Collaborate to Lower Risk and Cost of Software",1
"IBM and Province of Manitoba Build System to Give Food a Digital Passport",1
"IBM says double-digit sales growth in India to stay",1
"IBM: Double-digit sales growth in India to stay",1
"IBM courts finance market with new framework",
"Research and Markets: US Technology Sector Analysis: 140,000 Companies such as IBM, Intel, and Microsoft with Combined Annual Revenue of Approx $900 Billion",
"Fixnetix Aligns with IBM to Offer Hosted Managed Services for Ultra Low Latency Trading Worldwide",1
"IBM Positioned in Leaders Quadrant for Storage Services",1
"Saint-Gobain Selects IBM to Modernize Its Technology Infrastructure to Support Growth in Brazil, Argentina and Chile",1
"DataDirect Technologies' Chief Software Architect to Share Experiences with IBM Specialty...",
"Avaya and IBM Expand Relationship With Focus on Unified Communications and Security...",1
"Women in Technology International Names IBM Executive Sandy Carter to WITI Advisory Board",
"IBM Opens New Center in China To Drive the Development of High Tech Railroads",1
"INTERVIEW-IBM opens China rail centre, eyes $731 bln in spending",1
"New IBM Report Reveals Consumer Shopping Preferences",
"New IBM Report Reveals Consumer Shopping Preferences",
"Tomorrow at Work: IBM Lotus Notes and Domino Expands to New Markets With iPhone(TM), Security Software",
"Black Friday Online Spending Delivers Double Digit Growth, Reports IBM",1
"Black Friday Online Spending Delivers Double Digit Growth, Reports IBM",1
"IBM, Honda, and PG&E Enable Smarter Charging for Electric Vehicles",1
"EON Bank Group Selects IBM Power Servers for Infrastructure Transformation",1
"EON Bank Group Selects IBM Power Servers for Infrastructure Transformation",1
"Coremetrics Joins IBM User Experience Optimization Initiative",1
"WebTrends and IBM Partner to Deliver Analytics Data Through WebSphere Portal Software",1
"IBM Broadens Product Lifecycle Management Offerings to Help Companies Integrate, Simplify, and Speed Product",1
"Made in IBM Labs: IBM Debuts",
"REG-Intnl Bus. Mach Taizo Nishimuro Elected to IBM Board of Directors",
"Taizo Nishimuro Elected to IBM Board of Directors",
"REG-Intnl Bus. Mach IBM Board Approves Quarterly Cash Dividend",
"UMDNJ-Robert Wood Johnson Medical School Uses High Performance IBM Computer in Pursuit of Medical Treatments",1
"IBM Board Approves Quarterly Cash Dividend",
"IBM X-Force Report: Cyber Threats Accelerate, Browser Vulnerabilities Proliferate in First Half of 2008",
"MADE IN IBM LABS: IBM Research Develops Technology to Aid Human Memory",
"MADE IN IBM LABS: IBM Research Develops Technology to Aid Human Memory",
"IBM to be Premier Sponsor of OpenStack Summit",1
"Fortinet Extends Security Incident and Event Manager (SIEM) Ecosystem: Includes AccelOps, IBM and LogRhythm",
"IBM Study: CMOs Fusing Internal and External Data to Drive Financial Success",
"IBM Announces Watson Mobile Developer Challenge Winners",1
"Skytap Introduces a Continuous Delivery Solution for Enterprise Applications, Built With IBM UrbanCode",1
"Arrow Adds SoftLayer Services, Broadening Its Cloud Portfolio and IBM Relationship in North America and EMEA",1
"Nefelus Selects Aspera, an IBM Company, to Accelerate the Transfer of Big Data to Speed Computer Chip Design",1
"The Zacks Analyst Blog Highlights:Manpowergroup, Genpact, Kforce, SAP and IBM",
"“Fang” Wins IBM Watson Mobile Developer Challenge",
"Sparked Brings Customer Retention Solution to IBM Cloud Marketplace",
"EU opens anti-trust probe of IBM mainframe",-1
"CORRECTED-UPDATE 3-EU opens anti-trust probe of IBM mainframe",-1
"New Issue-IBM Corp sells $1.5 bln in 3-yr notes",1
"IBM sells $1.5 bln three-year notes - IFR",1
"IBM launches $1.5 bln 3-year notes - IFR",1
"IBM Closes Acquisition of Coremetrics",1
"EMC Announces Support for New IBM zEnterprise System; Delivers Innovative New Mainframe Storage Capabilities",1
"IBM and University of Aberdeen Collaborate to Identify Molecules from the Deep Sea",1
"IBM Unveils New Design Studio to Transform the Way Clients Interact with Software and Emerging Technologies",
"SoftLayer, an IBM Company, Extends Partnership with EdgeCast",1
"IBM Recognizes Perficient for Worldwide Business Analytics, Performance Management and ECM Capabilities",
"Research and Markets: Global Data Center Market to 2016: Cisco, Dell, EMC, IBM, HP & NetApp Dominate the Industry",
"Manhattan Associates Recognizes IBM, Kurt Salmon, enVista, Fortna and 4SIGHT as Top Partners",1
"IBM sets record low coupon for 7-year note",1
"IBM's 'building whisperer' sees retrofit boom",
"MarketShare's Chief Operating Officer, Ivan Markman Presents at IBM Performance 2012",
"Zend Technologies Selects Percona to Support Zend DBi, Replacement for MySQL on IBM i",
"DBI Software announces new IBM DB2 LUW performance tool releases offering new features and support for DB2 10",1
"IBM and McDonald's Launch New Cashless Payment System",1
"IBM and IIT Bombay to research mobile phone interfaces",1
"New IBM Collaboration with Japan's TIC and KOA to Address Urgent Need for Elderly, Disabled Citizens to Join e-Government",1
"IBM and IIT Bombay to Collaborate on Mobile Web Research",1
"IBM Helps Companies Gain Control of Their Information With Solid State Flash Technology",1
"IBM and Russian Railways Build Smarter Transportation System",1
"IBM Extends Partnership with WWF`s Climate Savers Program",
"Zacks Bull and Bear of the Day Highlights: IBM Corporation, Align Technology, Zions Bancorporation, J.C. Penney and Nordstrom",
"Gruppo Amadori to Roll out Linux-based Desktops with IBM Software to Cut Costs",
"Beyond Mobile POS: Starmount President to Present at IBM Retail User Group Conference on Mobile Solutions for Customer Engagement",
"IBM software sales weaker than expected in second quarter",-1
"UPDATE 3-IBM software sales weaker than expected in 2nd quarter",-1
"RPT-IBM beats revenue estimates as company focuses on big data, cloud",1
"IBM Reports 2014 Second-Quarter Results",
"Global Knowledge Accelerates IBM’s Cloud Transformation",1
"Global Knowledge Accelerates IBM’s Cloud Transformation",1
"Pratt & Whitney Taps IBM to Capture Value of Big Data to Improve Aircraft Engine Performance",1
"Pratt & Whitney hires IBM to gather and analyze engine data",1
"Pratt & Whitney hires IBM to gather and analyze engine data",1
"IBM, Johnson Controls partner on green buildings",1
"IBM and Johnson Controls Join Forces to Make Buildings Smarter",1
"IBM and Ricoh Deliver Intelligent Print Monitoring and Management System",1
"IBM Launches New Era of Smarter Buildings",1
"PGi Enhances Web Conferencing Portfolio with IBM LotusLive Meetings",1
"Thales Works with IBM to Deliver Hardware-Based Secure Encryption Key Management for Storage",1
"Zmanda Announces MySQL Backup Option for IBM Tivoli Storage Manager",
"IBM Systems Magazine and UNIT4 CODA Host 3/29 Webinar on Financial Systems That Leverage the Strength of the i Platform",
"BRIEF-Italy's Banca Carige signs IT outsourcing deal with IBM",1
"IBM Announces System z Mainframe Offerings to Help Customers Deploy New Workloads",1
"Zacks Analyst Blog Highlights: IBM, Hewlett-Packard, Dell Inc., Sun Microsystems Inc and Oracle Corporation",
"IBM and Vanderlande Industries Sign Agreement for Baggage System at Amsterdam Schiphol Airport",1
"New IBM Innovation Center to Fuel IT Growth in the Philippines",1
"Panduit`s Unified Physical InfrastructureSM (UPI) Approach Enables IBM to Optimize its Portable Modular Data Center Solution",
"Government of India Recognizes IBM With National Award for Technology That Assists People With Disabilities",1
"Amdocs and IBM form global alliance to help telecoms transform and compete as next-generation service providers",
