" 2010 Global CFO Study: Sixty Percent of Finance Organizations Plan Significant Changes to Adapt to New Economic Demands",
"BRIEF- Helps Accelerate AI With Fast New Data Platform, Elite Team",1
"Fullerton India Adopts  Cloud to Ensure Uninterrupted Business Operations",1
"Research and Markets:  Software Innovation: Market Shares, Strategies, and Forecasts, Worldwide, 2013 to 2019",
" signs $1.25 billion WPP cloud deal and says more coming",1
"CORRECTED- signs $1.25 bln WPP cloud deal and says more coming",1
" signs $1.25 billion WPP cloud deal and says more coming",1
" signs $1.25 bln WPP cloud deal and says more coming",1
"IDC MarketScape Names  a Leader in U.S. Government Private Cloud IaaS",1
"WPP Extends Its Partnership with  to Accelerate Its Digital Transformation and Global Leadership",1
" to Provide Internal IT Support Services to Employees at Thomson Reuters",1
"Cyber Monday Caps Record Five-Day",
" Boosts Content Classification Software to Streamline Enterprise Content Management",1
" Nuclear Power Advisory Council Identifies Key 2008 Issues for Nuclear Power",1
"Report:  Continues as Storage Software Market Leader for Q3 2007",1
"Report:  Continues as Storage Software Market Leader for Q3 2007",1
" Powers Core Infrastructure for Finnish Pension Insurance Providers",1
" Alliances Deliver Easier Path to Next Generation Semiconductor Products",1
"EU restarts review of 's buy of Telelogic",
"Vodafone Essar agrees IT outsourcing deal with ",1
"Union says  Germany considering up to 3,000 layoffs - report",-1
"Union says  Germany considering up to 3,000 layoffs -report",-1
" Launches First Global Consortium, Consulting Practice To Modernize Venues and Sports Experience of the Future",1
"BRIEF- Says Board Adopted Amendments To By-Laws",
" Launches Digital Marketing Network in the Cloud to Help Companies Improve Marketing Performance in Real-Time",1
"Raymond James Leverages Fuzzy Logix In-Database Analytics on  Netezza and SQL Server",1
" Customer Experience Lab Unveils New Social, Mobile and Big Data Innovations to Help C-Suite Leaders",1
" Named as a Leader in IDC MarketScape on Worldwide Cloud Professional Services Vendor Assessment",1
"New Zealand App Developer Overhauls Emergency Alert System on  Cloud",-1
"Introducing Neo4j on  POWER8",
"Uganda's Infinity Computers Awards Services and Cloud Deal To ",1
" Study: Customer Loyalty Shrinking For Banks at a Time When Relationships Matter Most",
"Triple Play:  Scores Three All-Star Partnerships to Change the Game for Athletes, Fans Using Watson",1
"Rocket Software Advances Modernization for  i Platform",1
"BRIEF- acquires Vivant Digital business in Australia",1
"Commerzbank, other banks join UBS and  trade finance blockchain",1
"Life after  is all green for ISS co-founder Tom Noonan",
"Hubspan Executives Featured Speakers at  IMPACT 2010 Conference",
"REG-: Doc re Form 10-Q",
" Launches Advanced Analytics Center in Tokyo",1
" to close UK final salary pension scheme",-1
"Superclick Certifies Platform Software on  Blade Center",
"NET's VX1200 Unified Communications Gateway Completes Interoperability Testing With  Sametime Unified Telephony",1
"New  Software Portfolio Advances Predictive Analytics to Help Improve Business Performance",1
" to Provide Human Resource Services to Air Canada",1
"Sogeti Consolidates Client Delivery Center Infrastructure Seeking Business Growth with  PureSystems",1
" Completes Acquisition of Kenexa",1
"Protecode's Cloud-Based Open Source License Management Solution Now Available on  SmartCloud",1
"iSoftStone Teams with  to Co-build A Cloud Computing Center of Excellence in Central China",1
"Leading Investment Service Previews Earnings for Google, eBay, Intel,  & Others",
" could surpass its own map for growth-Barron's",
"Ford CEO joins  board as auto industry transforms",1
"Ford CEO joins  board as auto industry transforms",1
"Verizon,  launch private cloud backup service",1
"Informative Graphics Introduces Brava 6.2 for  FileNet P8",
"Informative Graphics Introduces Brava 6.2 for  FileNet P8",
"HBGary Joins `s Security Intelligence Partner Program",1
"Allianz in exclusive talks with  on IT outsourcing",
"Allianz in exclusive talks with  on IT outsourcing",
" Research Unveils Two New Watson Related Projects from Cleveland Clinic Collaboration",1
"Research and Markets: Brazil Data Center Market 2014-2018 with Avaya, Cisco, Dell, EMC, HP, , NEC, Rittal & Schneider Electric Dominating",
"Research and Markets: New Zealand IT Market 2014-2018 with Datacom Ltd., Gen-i Ltd., Hewlett Packard Co., and  Corp Dominating",
"Research and Markets: Global Application Server Market 2014-2018 with Adobe Systems, , Microsoft & RedHat Dominating",1
" Accelerates Mobile Innovation for Businesses with New MobileFirst Services",1
" Named A Worldwide Leader in IDC MarketScape for Mobile Consulting and Technology Services",1
" Lotus Delivers New",
"Grundfos in New Strategic Agreement With ",1
"Manhattan Associates and  to Deliver Best-in-Class eCommerce Suite",1
"UPDATE 1-RESEARCH ALERT-Lehman upgrades  to overweight",1
"BigLever Software Founder and CEO to Deliver Keynote Presentation at  Innovate Japan",
"nuBridges Brings Format Preserving Tokenization to  i",1
"City of Dubuque Teams with  to Provide Citizens Smarter Water Services",1
", Delft University of Technology Collaborate on Smarter Water Research",1
" Launches First Smarter Planet Game to Tackle City Challenges",1
"ASG Announces Day One Support for `s z/OS v1.12",
"Major firms learning to adapt in fight against start-ups: ",
"Major firms learning to adapt in fight against start-ups - ",
"SAS says spurned  and others for independence",-1
"Fitch Affirms 's IDRs at 'A+/F1'; Outlook Stable",
" Launches New Class of Analytics Software To Improve Decision Making",1
" Puts Business Content in Motion for Mobile Workforce, Speeds Access to Big Data through Mobile Devices",1
"Fitch affirms 's IDRs at 'A+/fF1'; outlook stable",1
"Korean Credit Card Company Hana SK Card Adopts  Security Solutions for Enhanced Customer Information Protection",1
"eCIFM Solutions Inc. announces leading revenue generating  Business Partner honors for 2014 & key sponsorship of  InterConnect 2015",
"Kenya's Bidco Africa Selects  IT Solution, Services to Drive Africa Growth Strategy",1
"Global Knowledge Wins 2015  Choice Award for Global Training Provider of the Year",
"Saudi's Mobily awards  $280 million IT outsourcing contract",1
"Saudi's Mobily awards  $280 mln IT outsourcing contract",1
"Cincom Synchrony Receives  Certification for PureSystems",
" targets rivals with info tech maintenance product",
"REFILE- targets rivals with info tech maintenance product",
" Sets the Stage for the Next Era of Computing",1
"Global IT Companies Support  PureSystems",1
"Ontario, Canada Attracts Cutting-Edge  Research & Development Centre",1
"Global IT Companies Support  PureSystems",1
" Sets the Stage for the Next Era of Computing",1
" and USTA Captivate Tennis Fans with Immersive Second Screen Experience",
" Smarter Computing Helps Vietnam's Viettel Group Push 3G Mobile Services in Africa",1
"Devon IT Announces Thin Clients orderable from  in India",1
"'s New Generation of Intel(R)-based Servers, Software Cuts Through Data Center Chaos",
" leads techs in seeking open",1
", others seek open 'cloud,' Microsoft opts out",
", others seek open 'cloud,' Microsoft opts out",
"Carnegie Mellon Software Engineering Institute and  Launch Smart Grid Framework",1
"Carnegie Mellon Software Engineering Institute and  Launch Smart Grid Framework",1
"Cloud-hosted Desktops Make Debut with Desktone and  atSys-Con`s 5th Annual International Virtualization Conference and Expo",
"BigLever Software Founder and CEO to Co-Present with  at the 2009 Embedded Systems Conference - Silicon Valley",1
"D2 Technologies` mCUE Adds Support for  Lotus Sametime on Linux Smartphones",
"Research and Markets: Rather Than SMBs,  Targets Small Projects in Large Enterprises According to New Report",
"Media Alert: , ProPlus Design Solutions to Host Webinar on Advanced Yield Analysis, Optimization",
"Fresche Legacy Selected by Los Angeles Department of Water & Power to Modernize  i Environment",1
"UPDATE 1-Bernstein raises  price target to $125",
" Breaks Performance Records Through Systems Innovation",1
" Breaks Performance Records Through Systems Innovation",1
" and Cefic Develop State-of-the-Art Solution for Chemical Industry",1
"RHB Banking Group Upgrades Infrastructure With  System z10",1
"Insurance Industry Plunges Deep into Outsourcing -  Global is Client-Favored Supplier,...",1
"For the First Time,  Brings Mainframe and Windows Together",1
"GBS Enterprises and  Partner to Offer Law Firm Social Software and Analytics Capabilities",1
"Clubpennystocks Alert WatchList: AERN (AER Energy), AAPL (Apple), MRVC (MRV Communications), RAYS (Raystream Inc),  (Internatio",-1
"The Zacks Analyst Blog Highlights: Netflix, Amazon, Lululemon Athletica,  and Cummins",
"The Zacks Analyst Blog Highlights: Lululemon Athletica, , Cummins, AngloGold Ashanti and Gold Fields.",
"United Way of Essex and West Hudson Receives  Early Learning Technology to Inspire Young Students in Newark and Surrounding Area",1
", Sustainable Energy Authority Ireland Focus on Renewable Energy",1
" and Georgia Institute of Technology Partner on",1
"BRIEF-U.S. Army enlists  for $62 million cloud deal",1
"Prolifics, Winner of 's 2012",
"MADE IN  LABS: New Silicon Probe Assists in Disease Diagnostics and Drug Discovery",1
"Media Alert: Rocket Fuel to Present on AI and Big Data’s Role in Powering Digital Marketing at Collision and  ExperienceOne Amplify Conferences",
"Gartner Symposium/ITxpo 2015 Mastermind Keynotes to Include ’s Ginni Rometty and GE’s Jeffrey R. Immelt",
"451 Research Survey of Almost 2,000 Companies Confirms  as Most Likely Cloud Hosting Partner",1
" Adds Second Cloud Center in the Netherlands",1
"UPDATE: Information Builders Delivers Support for  zIIP Chip",
" to Help Globe Telecom Spark Innovation, Reduce Costs and Accelerate Product to...",1
" Announces Industry's Densest, Fastest On-Chip Dynamic Memory in 32-Nanometer,...",1
" Program to Help Students Gain Critical Mainframe Skills Grows to More Than 600...",1
"President Obama Honors 's Blue Gene Supercomputer With National Medal of Technology...",1
"Prolifics Offers Companies Easy Transition to  Lotus Web Content Management",
" and CyberAgent Create Smart Web Technology to Personalize Bloggers' Experiences",1
"Seven Summits Research Releases Alerts on , BIDU, CMCSA, SAP, and R",
"Groupon asks judge to wipe out $83 million verdict in  patent case",
" gets boost from new businesses, tops estimates",1
"UPDATE 2- gets boost from new businesses, tops estimates",1
"CORRECTED- quarterly revenue tops estimates",1
"India's Hutch Essar to outsource IT to  - paper",1
"UNICEF Draws on  Analytics to Give a Voice to Youth in Africa",
" and Swiss Hospital Test New Tool for Diagnosing Cancer",1
" wins $83 million from Groupon in internet patent fight",1
"UPDATE 2- wins $83 mln from Groupon in internet patent fight",1
" wins $83 mln from Groupon in internet patent fight",1
"SEC says  misled investors on expenses",-1
" says settles SEC expense disclosure review",-1
" reaches settlement agreement with SEC on First-Quarter 2005 earnings and equity compensation expensing disclosures",-1
"Enterprises Adopt  Cloud for Business Continuity and Enhanced Customer Service",1
"Contracts, Acquisitions, Appointments, Events, and Mergers - Research Report on , 3D Systems, EPAM, Xerox, and Stratasys",
" Closes on Acquisition of Trusteer",1
"UPDATE 1-Ricoh to buy  digital printer business-Nikkei",
"Ricoh to buy  digital printer business-Nikkei",
"Yara says outsources IT services to ",1
"Made in  Labs:  Donating Cooperative Web Technology That Enables Life Changing Healthcare Solutions",1
" shares may be cheap - Barron's",-1
"ClearStory Data to Be Featured at 's Apache Spark Community Event During Spark Summit 2015 in San Francisco",
" and Portico Consultancy Join To Deliver New Cloud-based Software to Create Engaging Customer Experiences",1
"Deep Exec Headlines  Analytics Roadshow",
"NextUser Taps  Watson to Improve Marketing Strategies and Personalize User Experiences",1
"GT Software’s Dusty Rivers Achieves  Champion Status for Sixth Consecutive Year",
"Research and Markets: Global Smart Water Management Market 2015-2020: , General Electric, ABB, Itron, Elster Group, Schneider Electric, Sensus, and Takadu Dominates the $18 Billion Market",
"Citi and  support Dow, tech hurts Nasdaq",1
" Partnering With ABM Industries on Integration of Acquired Company",1
"Report:  Extends Overall Lead in IT Operations Management Software Revenue",1
" and BES Sign New Outsourcing Contract",1
"Major League Baseball Hits Home Run With All Star Line-Up of Web 2.0 Technology From ",1
"REG-Intnl Bus. Mach  Reports 2008 Second-Quarter Results",
"Connectria Wins 2014  Beacon Award for Outstanding Expert Integrated Systems Solution in PureSystems Category",
"Logicalis US Wins 2014  Beacon Award in Outstanding Competitive Solution Category",
" Helps Business Partners Grow With Resources for Cloud, Big Data & Analytics",1
"Kaltura Releases Video Extension for  Connections",
"Be Ready to Experience Bold Moves at  Pulse 2014 with eCIFM Solutions Inc.",1
"SOA Software Brings API Management to  WebSphere MQ Environments",1
"Zacks Analyst Blog Highlights: Rackable Systems, Dell, Hewlett-Packard,  and California...",
" Smarter Commerce Helps AutoTrader Accelerate Its Online Auto Marketplace",1
" Selects Five Brazilian Startup Companies to Help Build Smarter Cities",1
"City of Rio de Janeiro and  Collaborate to Advance Emergency Response System; Access to Real-Time Information Empowers Citizens",1
" Unveils Analytics Solution to Help Clients Extract Insight from Patents and Intellectual Property",1
" Contributes Data to the National Institutes of Health to Speed Drug Discovery and Cancer Research Innovation",1
"DMAN Shareholder Alert:  The Briscoe Law Firm and Powers Taylor, LLP Investigate the Board of DemandTec, Inc. Concerning the Sale of DemandTec, Inc. to ",
"Research and Markets: Company Analysis - ",
" to buy DemandTec for about $440 million",1
"More Than 1,000 Schools Help Graduates Get Jobs By Teaching the  System z Mainframe",1
" to Acquire DemandTec to Expand Cloud-based Analytics for Smarter Commerce",1
"Research and Markets:  Lotus SymphonyTM For Dummies",
"BRIEF-Finnair adopts iOS enterprise apps from ",1
"Research and Markets: Video Games Consoles & Handhelds Application Report - Figures from Big Players Like Nintendo, X-Box,  and Sony",
"Research and Markets:  SOUTH AFRICA GROUP LTD.: International Competitive Benchmarks and Financial Gap Analysis",
"dataguise Adds Support for  DB2 Database Environments to the Trial Version of Its dgdiscover Solution",
" and ProtonMedia Form Joint Development Partnership",1
" Selects BLADE Network Technologies' Top-of-Rack Switches for  System x",1
"Research and Markets: IT Services Market in Latin America 2011-2015: Accenture plc, Capgemini S.A., HP Co., and  Corp. Dominates",
"Cellum Group Selects  Flex System To Bring New Mobile Payment Services To The Market",1
" FileNet Can Now Use Advanced Information Rights Management Solution From Seclore",
"NCKU to Collaborate with  Thomas J. Watson Research Center to Set up Taiwan`s Most Efficient Supercomputing Research Center",1
"Profitero Named  Global Entrepreneur of the Year",1
"Research and Markets: Global Data Protection and Recovery Solutions Market 2010-2014: Symantec, , EMC Corp., and CA Technologies Dominate the Market",1
"The Zacks Analyst Blog Highlights:  Royal Dutch Shell Plc, PetroChina Company Limited, Accenture plc, Microsoft and ",
"Made in  Labs: New Flood Prediction Technology Simulates Rivers 100x Faster Than Real Time",1
"Solarflare's Low-Latency, High-Performance 10 Gigabit Ethernet Server Adapters and Software Are Now Available for ",1
"Winn-Dixie Selects  to Help Speed Innovation, Improve Customer Service",1
"Zobrist Consulting to Help Customers Fuel Online Retailing with  WebSphere Commerce in the Cloud",1
"nuBridges Enhances Tokenization for  i Applications",
"Rocket Software Expands LegaSuite Integration Technology With  CICS Transaction Gateway",1
"Media Advisory: GXS and Gander Mountain to Jointly Address 's Impact 2010 on the How-to of Business Process",1
"CSC Banking Software Achieves  Validation",
"Startup wants to be R alternative to , SAS",
"SOA Software Announces Portfolio Management for  WebSphere Service Registry and Repository",1
"Research and Markets: Public Cloud Market in Small and Medium-sized Businesses - 2013 Report Featuring Amazon.com, Google, Hewlett-Packard, , Microsoft, Rackspace Hosting, Salesforce.com, Verizon Communications And Others",
"Constellation Brands, Alcoa, Oracle, FedEx and  are part of Zacks Earnings Preview:",
"Jordan Ahli Bank Turns to  to Transform Customer Experience and Accelerate Growth",1
"Research and Markets: Global E-Invoicing Market 2013 Report Featuring Leading Players Ariba, Basware, Esker,  and Others",
" Helps Organizations Tackle Industry Specific Big Data Challenges",1
"GigaSpaces Cloudify Partners with  to Bring True Cloud Economics to  InfoSphere BigInsights(TM)",1
"Survey Recognizes  as Greenest Company in U.S.",1
"Zacks Earnings Preview: Intel, , Google, Apple and Amazon",
"IGC Showcases New Software Suite Integrated to  FileNet P8 at  Information on Demand in Las Vegas",1
"IGC Announces Brava 7.1 for  FileNet P8 at  Information on Demand in Las Vegas",1
"Nominum and  Partner Around Big Data",1
"Research and Markets: Global Big Data Enabled Market 2015-2019 - Top companies analyzed by this report are , HP, Dell, and SAP",1
"Chipworks Joins Market Leaders Including , Unified Patents, Longitude Licensing, at IP Summit Berlin",
"Research and Markets: Global Procurement Outsourcing Market 2015-2019, Key Vendors are Accenture, Capgemini, Genpact, GEP,  & Xchanging",1
"ShoreTel and  Integrate in Style for FIDM",1
" Helps Nigeria's Ekiti State Improve Its Governance and Education Capabilities",1
"The Zacks Analyst Blog Highlights: Sony, Microsoft, Nintendo, Advanced Micro Devices and ",
"Menara Networks Announces New Full C-Band Tunable OTN XFP with Enhanced Forward Error Correction and Ethernet Monitoring Based on Menara’s Latest OTN Processor Built on  65 nm CMOS Process",
"’s oddest-ever trade secrets victory",
"Critical Alerts for , DirecTV, Ultra Petroleum, Hospira, and PACCAR Released by Seven Summits Research",-1
" to Deliver Software via Cloud Computing With Amazon Web Services",1
"Tripwire Announces Support for  i5/OS and DB2",
"Devon IT,  to Host Virtual Client Solution (VCS) Event in New York",
"Speedware and Sykora-ML Join Forces to Provide Modernization Solutions for  AS/400...",
"Certeon to Host Webinar on Improving the Performance of Distributed  Rational ClearCase and Team Concert Environments",
" believe analyst day is positive for independent software companies- Canaccord Adams",
" says EPS may jump by 2010 on buybacks, growth",1
"Fitch Affirms 's IDRs at 'A+/F1'; Outlook Stable",
"Fitch Affirms 's IDRs at 'A+/F1'; Outlook Stable",
"Research and Markets: Global CRM Outsourcing Market 2015-2019 - Accenture, Capgemini, Genpact,  & Tata Consultancy Services Dominate the Market",
" and Box Forge Global Partnership to Transform Work in the Cloud",1
" and Box Forge Global Partnership to Transform Work in the Cloud",1
" SHAREHOLDER ALERT BY FORMER LOUISIANA ATTORNEY GENERAL: Kahn Swick & Foti, LLC Reminds Investors with Losses in Excess of $100,000 of Lead Plaintiff Deadline in Class Action Lawsuit Against International Business Machine",-1
"Exclusive:  hire advisers to deal with restless investors - sources",-1
" Study Identifies New Generation of Connected Health Devices",1
"Fitch Affirms 's IDR at 'A+/F1'; Outlook Stable",
"PRAVEX-BANK Automates Banking System with ",1
"3 Lessons in Professional Growth from 's First 100 Years",
" to Acquire Green Hat",1
"Rocket Software Completes Acquisition of  iCluster",-1
"ASG Announces Day One Support for `s z/OS v1.12",
"CODA Financials Released on  i 7.1",1
"Research and Markets: 2012 Report on the $75 Billion US Computer Manufacturing Industry Featuring Dell, Hewlett-Packard, and ",
"The UK Ministry of Defence Uses  Technology to Create Smarter, Greener Buildings",1
" CEO's 2010 compensation rises to $31.7 mln",-1
" Opens 30th Branch Office in China",1
" Invests US$38M in Cloud Computing Data Centre to Address Asia Pacific Growth",1
"Phil Gilbert,  to Give Plenary Presentation at Business Ecology Initiative Conference 'Optimization for Innovation'",
"Silverpop to Sponsor  Coremetrics Marketing Showcase",
"Anita Borg Institute for Women and Technology Recognizes  With the Inaugural Anita Borg Top Company for Technical",1
"BRIEF- Japan launches business to monitor internet chatter to help attract foreign tourists - Nikkei",1
"Crocus and  Sign Technology Development and Patent License Agreements",1
" and BlueCat Networks Sign Patent Cross-License Agreement",
"National Archives Selects  to Operate and Adapt Electronic Record Archives",1
"Silver Lake Sumeru Closes Sale of i2 Holdings to ",1
" Helps Oracle Clients Move to  Workload Optimized Systems",1
" Completes i2 Acquisition to Expand Big Data Analytics Portfolio for Smarter Cities",1
"Ultragenyx Granted Orphan Drug Designation for UX001 SA-ER for the Treatment of Hereditary Inclusion Body Myopathy (H)",
"Vision Solutions and  Collaborate to Provide Enterprise-Class High Availability and Cluster Management Solutions",1
"Vision Solutions and  Collaborate to Provide Enterprise-Class High Availability and Cluster Management Solutions",1
"U.S. trade panel probes -Asustek patent complaint",
" Grants $40,000 to American Indian College Fund to Continue Scholarship Program",1
" Shatters U.S. Patent Record; Tops Patent List for 18th Consecutive Year",1
"MindTree Launches Contract Pricing Framework Using  WebSphere Commerce to Help Businesses Reduce eCommerce",1
"MindTree Launches Contract Pricing Framework Using  WebSphere Commerce to Help Businesses Reduce eCommerce",1
"Wakefern and  Team to Update Store Experience in ShopRite Stores",1
"Wakefern and  Team to Update Store Experience in ShopRite Stores",1
"Apartments.com Selects  Software to Meet Demand for Comprehensive, Timely Rental Information",1
"INDIA PRESS-Idea extends outsourcing contract with  for $700 mln- Mint",1
"George P. Johnson Appoints Jorge Narvaez-Arango to Lead Creative on Global  Account",
"California Department of Technology and  Announce CalCloud, the Next Generation Technology Service",1
"Research and Markets: IT Market in Turkey 2014-2018: Key Vendors are Hewlett-Packard, , KocSistem Bilgi ve IletiSim Hizmetleri and Oracle",1
"Kevin Maney From  Press and Damian Giannunzio From Diskeeper Corporation to be Featured on Let's Talk Computers(R)",
"Manulife Signs Seven-Year Services Agreement with ",1
"State of Vermont Transforms Business Operations with Cloud Technology from  and Silanis",
" Federal Community Cloud to Speed Agency Adoption of Social Collaboration Technologies",1
"GSX Solutions SVP Eileen Fitzgerald for Customer Delivery and Product Management Selected as  Champion",1
"GSX Solutions SVP Eileen Fitzgerald for Customer Delivery and Product Management Selected as  Champion",1
"PHOTO ADVISORY --  Opens New Missouri Facility to Deliver Technology Services",1
"Karmasphere Joins  to Help Clients Adopt Big Data Analytics",1
"Dubuque, Iowa and  Combine Analytics, Cloud Computing and Community Engagement to Conserve Water",1
" Unveils Breakthrough Software and New Services to Exploit Big Data",1
" Opens New Missouri Facility to Deliver Technology Services",1
", other tech results point to robust IT demand",1
" sees 10 percent EPS growth in 2012 after solid Q4",1
"Instant view: Google misses lofty targets,  shines",1
" Reports 2011 Fourth-Quarter and Full-Year Results",
"BMR Previews Earnings for Google, Intuitive Surgical, , Intel & Microsoft",
" misses revenue estimates, weighed down by legacy businesses",1
"CORRECTED-UPDATE 2- misses revenue estimates, weighed down by legacy businesses",-1
"BRIEF- reports Q2 operating earnings $2.97/shr",1
"'s 2nd-qtr revenue dips 4.7 pct",-1
" Helps Electronic Payment Leader ACI Worldwide Unify Communications, Integrate Global Workforce With Client Base",1
"New Issue -  sells $4 billion notes in 3 parts",1
"USGA Taps  for Information Protection Services",1
"Vienna Insurance Group Reinforces Its Trust in ",
" and Palace Museum Announce Opening of The Forbidden City Virtual World Celebrating 600 Years of Chinese Culture",
" CEO pay package up 11 pct to $19.8 mln in 2007",-1
" Upgrades Enterprise Search Software",1
" Invests in Future Web 2.0 Developers on Campus",1
" and Hitachi Form Research Collaboration to Study Chip Characteristics at Near Atomic Scale",1
" Unveils Industry's First Public Desktop Cloud",1
"Devon IT to Showcase Intel Atom Based Thin Client Orderable from  at VMworld 2009",
"SMC Networks Managed Switches Selected for Use in 's CloudBurst Solution Demonstration...",
"ClearStory Data Features Its Spark-Based Data Analysis Solution and New Spark-Powered Capabilities During  Event at Spark Summit 2015",
"Databricks and  Collaborate to Advance Machine Learning to the Apache Spark Project",1
"Research and Markets: Global Big Data Market: Trends & Opportunities (2014-2019) Profiles Key Market Players such as , Splunk Inc. and Accenture",
"Research and Markets: Mobile Security Market in Latin America 2015-2019 with Panda Security,  and McAfee Leading the Way",
" Recognized as Leader in Business Intelligence and Analytics across Asia Pacific",1
" harnesses power of Big Data to improve Dutch flood control and water management systems",1
"Tektronix to Adopt 's 9HP SiGe Technology in Next Generation 70GHz Oscilloscopes",1
"Datacastle brings enterprise-grade endpoint data protection to the  SmartCloud",1
"Research and Markets: US Small and Medium-sized Business Cloud Market - 2013 Report Featuring Amazon, Google, , Microsoft, Rackspace Hosting, Salesforce, Verizon And Others",
"BRIEF- Adopts New FASB Guidance On Pension Reporting Change Effective In 2018",
" Closes Acquisition of CSL International",1
"South Korea Online Trading Firm Uses  Flash to Speed Up Online Transactions",1
" Scientists Develop World's Fastest Graphene Transistor",1
" revenue falls more than expected, cuts profit forecast",-1
"UPDATE 4- revenue falls more than expected, cuts profit forecast",-1
" revenue falls for 14th straight quarter",-1
" Reports 2015 Third-Quarter Results",
"New Workforce Solutions from  Help Recruiters Find, Attract and Nurture Talent",1
"Commerzbank, other banks join UBS and  trade finance blockchain",1
"BRIEF-Oracle names  as strategic HR BPO provider",1
" and Researchers From Harvard Launch Project to Discover Lower Cost, More Efficient Solar Cells",1
" and Researchers From Harvard Launch Project to Discover Lower Cost, More Efficient Solar Cells",1
"ORX Consortium Deploys  and OpenPages to Help Transform Operational Risk Analysis",
"Research and Markets: Gain an In-Depth Understanding of  Corp's Activities and Strategic Position with This IT Services Company Profile",
"Zacks Bull and Bear of the Day Highlights: , Waddell & Reed, Capella Education, MCGC Capital and Volcano Corp.",
", Harvard want your PC for solar power study",1
", Harvard want your PC for solar power study",1
" and Chinese Deaf Association Launch Real-time, Online Sign Language Interpretation...",1
" Researchers and E.U. Consortium Pioneer Analysis Engine for Multimedia",1
" Now Offering Microsoft Customers Lotus Symphony Software with Popular Widgets",1
"Optica Technologies Announces Collaboration with  to Promote Managed Evolution for System z Mainframe Users",1
"Reportlinker Adds  in 2009 to 2013: A Strategic Analysis",
"Dr. Philip Swan, , is Optimistic About the Economy; Presents His Findings to Utah Executives",
"New  Study Highlights Analytics as Top Priority for Today's CIO",
" and the Australian Open Mark 20 Years of Serving a Winning Advantage to Tennis Fans",1
" Research Team Wins Coveted Feynman Prize for Advancing Scanning Probe Microscopy",1
"In-store shoppers likely to head online next time they buy: ",1
" Helps Retailers Deliver Consistent Brand Experience Across Expanding Consumer Buying Channels",1
" Survey: Shoppers Poised to Dramatically Expand Purchasing Power Beyond the Store",
"Apple, , JPMorgan, Bank of America and Citigroup highlighted in Zacks Analyst Blog:",
"Ingram Micro Authorized to Sell  Power Systems and Enterprise-Class Storage in United States",
"In-store shoppers likely to head online next time they buy-",1
"Tech Data Expands Relationship With  to Distribute Power Systems and Enterprise-Class Storage",1
"Research and Markets: 2011 Report on the $1.2 Trillion US Technology Sector Featuring Technology Giants such as AT&T, , Intel and Microsoft",
"Research and Markets: 2011 Report on the $250 Billion US Information Technology Services Market Featuring Giants such as  and Hewlett-Packard",1
"Swiss convict three for planning attack on  site",
"Equity Research Report for , Walgreen, U.S. Bancorp, Xilinx, SandRidge, & Alcoa",
"Violin Memory Breaks Existing General Parallel File System World Record by 37 Times Using  Research Storage",1
"Made in  Labs: Researchers Demonstrate Breakthrough Storage Performance for Big Data Applications",1
"Tata Sky Selects  Hybrid Storage to Serve 30 Million TV Customers",1
" Brings Bluemix Cloud Platform to China, Collaborates with 21Vianet Group",1
" Expands Data Discovery and Q&A Power of Watson Analytics",1
"CORRECTED - CORRECTED-Dell says -Sun talk creates business opportunity",
"InSync Software Collaborates With  to Improve Food Safety",1
"GTEL Selects  to Build Service Network, IT Infrastructure and Business Solutions",1
" to Help Mortgage Industry Aid Challenged Homeowners",1
" to Help Mortgage Industry Aid Challenged Homeowners",1
" Media Study:  Digital Savvy Consumer Emerging Quicker Than Expected; Media Companies Struggle to Keep Pace With New",
", Microsoft, Sun Microsystems Among Speakers on Tap for InfoWorld OSBC 2009 in San Francisco",
"Provision Interactive Joins Forces With  on Several Fronts to Utilize Each Other's Unique Technologies",1
"InSync Software Collaborates With  to Improve Food Safety",1
" China consulting unit to add four new offices",1
"Dot Hill Systems Elects Former  Executive Barry Rudolph to Board of Directors",
"Tenable Network Security Adds  iSeries Support To Nessus",1
"ThingWorx Joins Carnegie Mellon,  in Pennsylvania Smart Infrastructure Incubator",1
"Kovair Omnibus Brings Support for  Sponsored JAZZ OSLC",
" acquires BigFix for data centers",1
"UPDATE 1- buys BigFix to expand security offerings",1
"GE`s Immelt and `s Palmisano to Headline Inaugural GridWise Global Forum",
"KickApps and  Integrate Platforms to Deliver Revolutionary Social Commerce Solution",1
"Roche and  Collaborate to Develop Nanopore-Based DNA Sequencing Technology",1
" technology strategy and hardware execs retiring",
"NewMarket China, Inc. CEO to Be Interviewed by Wallst.net Highlighting Sales Boost With Brand Name Partners HP, ,",1
"NewMarket China, Inc. CEO to Be Interviewed by Wallst.net Highlighting Sales Boost With Brand Name Partners HP, ,",1
" Launches Effort to Address Shortage of Hispanic Students in Technology Careers",1
"SAP and  Collaborate to Offer Integrated Business Systems Dedicated to Midsize...",1
"Chelsio 10GbE Unified Wire to Support  System Cluster 1350",
" Platform Integration Dramatically Increases the Power of VAI's S2K Enterprise...",1
"Covergence Session Manager Certified By  for Integration with Tivoli Netcool and...",
"Vivox(R) Expands Partnership with GNi and ",1
"Aveksa Enterprise Access Governance Platform Receives ''Ready for  Tivoli Software''...",
"DigitalStakeout Announces OEM Agreement With ",1
